source,author,title,description,url,urlToImage,publishedAt,content,cleaned text,no_sw_text
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Does Costco Stock Have More Room For Gains After Rising 40% In 2023?,"COST stock has increased from around $479 to $667 in the last twelve months, outperforming the broader indices, with the S&P growing about 21% over the same period.",https://www.forbes.com/sites/greatspeculations/2024/01/11/does-costco-stock-have-more-room-for-gains-after-rising-40-in-2023/,https://imageio.forbes.com/specials-images/imageserve/659f7956f3b543cd8decd2b3/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-11 14:00:28+00:00,"MIAMI, FLORIDA - DECEMBER 15: Customers visit a Costco Wholesale store on December 15, 2023 in ... [+] Miami, Florida. Costco Wholesale beat expectations for the company's Q1 earnings with a 16.6 % i… [+4822 chars]",MIAMI FLORIDA DECEMBER Customers visit a Costco Wholesale store on December in Miami Florida Costco Wholesale beat expectations for the company s Q earnings with a i chars ,MIAMI FLORIDA DECEMBER Customers visit Costco Wholesale store December Miami Florida Costco Wholesale beat expectations company Q earnings chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 63% Since The Beginning Of 2023, How Will Microsoft Stock Trend After Q2 Earnings?","Microsoft is scheduled to report its fiscal Q2 2024 results on Tuesday, January 30, 2024. We expect the results to top the consensus estimates of revenues and earnings.",https://www.forbes.com/sites/greatspeculations/2024/01/19/up-63-since-the-beginning-of-2023-how-will-microsoft-stock-trend-after-q2-earnings/,https://imageio.forbes.com/specials-images/imageserve/65a9de2fd7b01848e4153aef/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-19 12:00:00+00:00,"The Microsoft logo on the facade of the new Miscrosoft Germany Centre in Munich, Germany, 6 March ... [+] 2017. Photo: Matthias Balk/dpa | usage worldwide (Photo by Matthias Balk/picture alliance via… [+4548 chars]",The Microsoft logo on the facade of the new Miscrosoft Germany Centre in Munich Germany March Photo Matthias Balk dpa usage worldwide Photo by Matthias Balk picture alliance via chars ,Microsoft logo facade new Miscrosoft Germany Centre Munich Germany March Photo Matthias Balk dpa usage worldwide Photo Matthias Balk picture alliance via chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Bloom Energy Stock Down 14% Year To Date. Why Are Hydrogen Stocks Underperforming?,The theme also remains down by 14% year-to-date in 2024.,https://www.forbes.com/sites/greatspeculations/2024/01/19/bloom-energy-stock-down-14-year-to-date-why-are-hydrogen-stocks-underperforming/,https://imageio.forbes.com/specials-images/imageserve/6115495eae36f5a447f239c6/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-19 11:00:00+00:00,"BRAZIL - 2021/06/14: In this photo illustration the Bloom Energy logo seen displayed on a ... [+] smartphone. (Photo Illustration by Rafael Henrique/SOPA Images/LightRocket via Getty Images)
SOPA Im… [+3780 chars]",BRAZIL In this photo illustration the Bloom Energy logo seen displayed on a smartphone Photo Illustration by Rafael Henrique SOPA Images LightRocket via Getty Images SOPA Im chars ,BRAZIL photo illustration Bloom Energy logo seen displayed smartphone Photo Illustration Rafael Henrique SOPA Images LightRocket via Getty Images SOPA Im chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Where Is News Corp Stock Headed After Growing 29% In The Past Year?,"NWSA stock grew from around $18 to $23 over the last twelve months, slightly outperforming the broader indices, with the S&P also rising about 24% over the same period.",https://www.forbes.com/sites/greatspeculations/2024/01/19/where-is-news-corp-stock-headed-after-growing-29-in-the-past-year/,https://imageio.forbes.com/specials-images/imageserve/65a9e034fd881b6c8015ddd3/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-19 13:00:00+00:00,"[Note: News Corp Fiscal Year Ends in June]
UKRAINE - 2023/10/14: In this photo illustration, News Corp (News Corporation) logo is seen on a ... [+] smartphone and on a pc screen. (Photo Illustration… [+4452 chars]", Note News Corp Fiscal Year Ends in June UKRAINE In this photo illustration News Corp News Corporation logo is seen on a smartphone and on a pc screen Photo Illustration chars ,Note News Corp Fiscal Year Ends June UKRAINE photo illustration News Corp News Corporation logo seen smartphone pc screen Photo Illustration chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Rising 15% In The Last 3 Months, How Will T-Mobile Stock Fare Following Q4 Earnings?",T-Mobile is set to report its Q4 2023 results on January 27.,https://www.forbes.com/sites/greatspeculations/2024/01/17/rising-15-in-the-last-3-months-how-will-t-mobile-stock-fare-following-q4-earnings/,https://imageio.forbes.com/specials-images/imageserve/5dedf01bb269e900075db316/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-17 11:00:00+00:00,"The T-Mobile logo is seen outside a shop in Washington, DC, on July 26, 2019. - US antitrust ... [+] authorities approved the USD 26 billion merger of T-Mobile and Sprint in a deal that brings togeth… [+3868 chars]",The T Mobile logo is seen outside a shop in Washington DC on July US antitrust authorities approved the USD billion merger of T Mobile and Sprint in a deal that brings togeth chars ,Mobile logo seen outside shop Washington DC July US antitrust authorities approved USD billion merger Mobile Sprint deal brings togeth chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Should You Pick Delta Stock Around $40 After Its Q4 Beat?,"Delta (NYSE: DAL) reported its Q4 results earlier this month, with revenues and earnings beating the consensus estimates.",https://www.forbes.com/sites/greatspeculations/2024/01/25/should-you-pick-delta-stock-around-40-after-its-q4-beat/,https://imageio.forbes.com/specials-images/imageserve/65b1e4aaf1c92b25e51ae4a1/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-25 12:30:00+00:00,"SYDNEY, AUSTRALIA - JANUARY 20: A Delta Air plane takes off from Sydney Airport on January 20, 2024 ... [+] in Sydney, Australia. Transport Minister Catherine King signed off on a deal that will allo… [+3881 chars]",SYDNEY AUSTRALIA JANUARY A Delta Air plane takes off from Sydney Airport on January in Sydney Australia Transport Minister Catherine King signed off on a deal that will allo chars ,SYDNEY AUSTRALIA JANUARY Delta Air plane takes Sydney Airport January Sydney Australia Transport Minister Catherine King signed deal allo chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 40% Since The Beginning Of 2023, How Will Capital One Stock Trend After Q4 Earnings","We expect the revenues to be just above (in line) the expectations, while earnings are likely to miss the consensus.",https://www.forbes.com/sites/greatspeculations/2024/01/24/up-40-since-the-beginning-of-2023-how-will-capital-one-stock-trend-after-q4-earnings/,https://imageio.forbes.com/specials-images/imageserve/65b0a1219c25e79b61063c7d/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-24 13:00:36+00:00,"FILE - An exterior view of Capital One Arena is seen Saturday, March 16, 2019, in Washington. (AP ... [+] Photo/Nick Wass)
Copyright 2019 The Associated Press. All rights reserved
Capital One (NYSE… [+4169 chars]",FILE An exterior view of Capital One Arena is seen Saturday March in Washington AP Photo Nick Wass Copyright The Associated Press All rights reserved Capital One NYSE chars ,FILE exterior view Capital One Arena seen Saturday March Washington AP Photo Nick Wass Copyright Associated Press rights reserved Capital One NYSE chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Should You Pick United Airlines Stock After 10% Rise Following Q4 Beat?,"The company reported revenue of $13.6 billion, reflecting a 9.9% y-o-y growth and above the $13.5 billion street estimate.",https://www.forbes.com/sites/greatspeculations/2024/01/29/should-you-pick-united-airlines-stock-after-10-rise-following-q4-beat/,https://imageio.forbes.com/specials-images/imageserve/65b724ddbd249b506347424e/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-29 12:30:00+00:00,"CHICAGO, ILLINOIS - JANUARY 23: Passengers check in for United Airlines flights at O'Hare ... [+] International Airport on January 23, 2024 in Chicago, Illinois. United Airlines said Monday it expect… [+3696 chars]",CHICAGO ILLINOIS JANUARY Passengers check in for United Airlines flights at O Hare International Airport on January in Chicago Illinois United Airlines said Monday it expect chars ,CHICAGO ILLINOIS JANUARY Passengers check United Airlines flights Hare International Airport January Chicago Illinois United Airlines said Monday expect chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Falling 6% Already This Year, Will Halliburton Stock Reverse This After Q4 Results?",We expect HAL’s stock to likely trade higher with revenues and earnings beating market expectations in its fourth quarter.,https://www.forbes.com/sites/greatspeculations/2024/01/22/falling-6-already-this-year-will-halliburton-stock-reverse-this-after-q4-results/,https://imageio.forbes.com/specials-images/imageserve/6535e56322af558b4bdb69bd/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-22 17:00:23+00:00,"CHINA - 2023/05/29: In this photo illustration, a Halliburton logo is displayed on the screen of a ... [+] smartphone. (Photo Illustration by Sheldon Cooper/SOPA Images/LightRocket via Getty Images)… [+5159 chars]",CHINA In this photo illustration a Halliburton logo is displayed on the screen of a smartphone Photo Illustration by Sheldon Cooper SOPA Images LightRocket via Getty Images chars ,CHINA photo illustration Halliburton logo displayed screen smartphone Photo Illustration Sheldon Cooper SOPA Images LightRocket via Getty Images chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Should You Pick Lockheed Martin Stock At $430 After Q4 Beat?,"Lockheed Martin (NYSE: LMT) recently reported its Q4 results, with revenues and earnings beating the street estimates.",https://www.forbes.com/sites/greatspeculations/2024/01/26/should-you-pick-lockheed-martin-stock-at-430-after-q4-beat/,https://imageio.forbes.com/specials-images/imageserve/65b31a55d2bccd4d1e9d3133/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-26 12:30:00+00:00,"NASA's and Lockheed Martin's X-59 experimental supersonic jet is unveiled during a roll-out ceremony ... [+] in Palmdale, California, on January 12, 2024. (Photo by Robyn Beck / AFP) (Photo by ROBYN … [+3716 chars]",NASA s and Lockheed Martin s X experimental supersonic jet is unveiled during a roll out ceremony in Palmdale California on January Photo by Robyn Beck AFP Photo by ROBYN chars ,NASA Lockheed Martin X experimental supersonic jet unveiled roll ceremony Palmdale California January Photo Robyn Beck AFP Photo ROBYN chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","American Eagle Stock Up 32% Over Last Twelve Months, What’s Next?","AEO stock has increased from around $15 to $20 over the LTM, outperforming the broader indices, with the S&P growing 22% over the same period.",https://www.forbes.com/sites/greatspeculations/2024/01/05/american-eagle-stock-up-32-over-last-twelve-months-whats-next/,https://imageio.forbes.com/specials-images/imageserve/643f581a6bf3436a960990dd/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-05 14:00:25+00:00,"HONG KONG, CHINA - 2022/07/19: A shopper walks past the American clothing and accessories retailer ... [+] American Eagle store in Hong Kong. (Photo by Budrul Chukrut/SOPA Images/LightRocket via Gett… [+4416 chars]",HONG KONG CHINA A shopper walks past the American clothing and accessories retailer American Eagle store in Hong Kong Photo by Budrul Chukrut SOPA Images LightRocket via Gett chars ,HONG KONG CHINA shopper walks past American clothing accessories retailer American Eagle store Hong Kong Photo Budrul Chukrut SOPA Images LightRocket via Gett chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Lululemon Stock Up 52% In Past Year. What Should You Expect Now?,"LULU saw a stellar performance in FY 2023 and its stock has increased from around $326 to $496 over the LTM, outperforming the broader indices, with the S&P growing 23...",https://www.forbes.com/sites/greatspeculations/2024/01/08/lululemon-stock-up-52-in-past-year-what-should-you-expect-now/,https://imageio.forbes.com/specials-images/imageserve/659b8d2ac6dbc0f484616053/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-08 14:00:14+00:00,"Lululemon logo is seen on the building in Santa Monica, United States on November 12, 2023. (Photo ... [+] by Jakub Porzycki/NurPhoto via Getty Images)
NurPhoto via Getty Images
After a 52% increas… [+4430 chars]",Lululemon logo is seen on the building in Santa Monica United States on November Photo by Jakub Porzycki NurPhoto via Getty Images NurPhoto via Getty Images After a increas chars ,Lululemon logo seen building Santa Monica United States November Photo Jakub Porzycki NurPhoto via Getty Images NurPhoto via Getty Images increas chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 50% Over Last Year, Will Q4 Earnings Drive Netflix Stock Higher?",This would also mark year-over-year growth of roughly 11%.,https://www.forbes.com/sites/greatspeculations/2024/01/10/up-50-over-last-year-will-q4-earnings-drive-netflix-stock-higher/,https://imageio.forbes.com/specials-images/imageserve/659e16f4e90eceba63300eda/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-10 12:00:00+00:00,"MADRID, SPAIN - JANUARY 09: Mirela Balic attends the premiere of Netflix's ""Griselda"" at Callao ... [+] Cinema on January 09, 2024 in Madrid, Spain. (Photo by Juan Naharro Gimenez/Getty Images for Ne… [+4065 chars]",MADRID SPAIN JANUARY Mirela Balic attends the premiere of Netflix s Griselda at Callao Cinema on January in Madrid Spain Photo by Juan Naharro Gimenez Getty Images for Ne chars ,MADRID SPAIN JANUARY Mirela Balic attends premiere Netflix Griselda Callao Cinema January Madrid Spain Photo Juan Naharro Gimenez Getty Images Ne chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Rising 15% Over The Last Year, Will Comcast Stock See Gains Following Q4 Results?","We project that revenue will stand at about $30.60 billion, roughly in line with consensus estimates and flat versus last year.",https://www.forbes.com/sites/greatspeculations/2024/01/12/rising-15-over-the-last-year-will-comcast-stock-see-gains-following-q4-results/,https://imageio.forbes.com/specials-images/imageserve/65a0b539b73b11fa6c0104a8/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-12 13:00:00+00:00,"NASHVILLE, TENNESSEE - NOVEMBER 29: NASCAR driver Ryan Vargas poses with for a photo after receiving ... [+] the Comcast Community Champion of the Year award for his work with FACES: The National Cra… [+4191 chars]",NASHVILLE TENNESSEE NOVEMBER NASCAR driver Ryan Vargas poses with for a photo after receiving the Comcast Community Champion of the Year award for his work with FACES The National Cra chars ,NASHVILLE TENNESSEE NOVEMBER NASCAR driver Ryan Vargas poses photo receiving Comcast Community Champion Year award work FACES National Cra chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","After Over A 40% Rally In 2023, Will Antitrust And IPhone Issues Hurt Apple Stock?","Apple stock has witnessed a rocky start to 2024, declining by about 4% year-to-date, falling to about $185 per share.",https://www.forbes.com/sites/greatspeculations/2024/01/11/after-over-a-40-rally-in-2023-will-antitrust-and-iphone-issues-hurt-apple-stock/,https://imageio.forbes.com/specials-images/imageserve/659f70e9736c37f812076e6e/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-11 12:00:00+00:00,"SHANGHAI, CHINA - DECEMBER 22, 2023 - Citizens walk past an Apple store in Shanghai, China, December ... [+] 22, 2023. (Photo credit should read CFOTO/Future Publishing via Getty Images)
Future Publ… [+4274 chars]",SHANGHAI CHINA DECEMBER Citizens walk past an Apple store in Shanghai China December Photo credit should read CFOTO Future Publishing via Getty Images Future Publ chars ,SHANGHAI CHINA DECEMBER Citizens walk past Apple store Shanghai China December Photo credit read CFOTO Future Publishing via Getty Images Future Publ chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Flat Since The Beginning Of 2023, What’s Next For Guess Stock?",Guess stock has been volatile lately due to a disappointing Q3 earnings report and weak guidance.,https://www.forbes.com/sites/greatspeculations/2024/01/17/flat-since-the-beginning-of-2023-whats-next-for-guess-stock/,https://imageio.forbes.com/specials-images/imageserve/65a744d1cd2593549495120d/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-17 13:00:00+00:00,"[Note: GuessGES
 FY23 ended on Jan 28, 2023]
TORONTO, ONTARIO, CANADA - 2017/08/05: Red 'Guess' sign logo outside retail store. The company is an ... [+] American clothing brand and retailer. Guess… [+3993 chars]", Note GuessGES FY ended on Jan TORONTO ONTARIO CANADA Red Guess sign logo outside retail store The company is an American clothing brand and retailer Guess chars ,Note GuessGES FY ended Jan TORONTO ONTARIO CANADA Red Guess sign logo outside retail store company American clothing brand retailer Guess chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Down 13% In Last Six Months, Will Macau Recovery Over Q4 Drive Las Vegas Sands Stock?","We expect earnings to stand at about $0.62 per share, slightly ahead of consensus estimates.",https://www.forbes.com/sites/greatspeculations/2024/01/23/down-13-in-last-six-months-will-macau-recovery-over-q4-drive-las-vegas-sands-stock/,https://imageio.forbes.com/specials-images/imageserve/65af1d60778608e4c740e34f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-23 12:00:00+00:00,"LAS VEGAS, NEVADA - JUNE 1: Road works take place on Las Vegas Boulevard during the construction ... [+] from Sands Avenue on turn 9 on the 3.8 mile 50 lap course Formula One 2023 Las Vegas Grand Pri… [+4522 chars]",LAS VEGAS NEVADA JUNE Road works take place on Las Vegas Boulevard during the construction from Sands Avenue on turn on the mile lap course Formula One Las Vegas Grand Pri chars ,LAS VEGAS NEVADA JUNE Road works take place Las Vegas Boulevard construction Sands Avenue turn mile lap course Formula One Las Vegas Grand Pri chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Down 40% In The Last 12 Months, Is Alibaba Stock Undervalued At $70 Per Share?","Retail sales in China over 2023 grew by 7.2% year-over-year, compared to 2022 when the number was negative, per the National Bureau of Statistics.",https://www.forbes.com/sites/greatspeculations/2024/01/24/down-40-in-the-last-12-months-is-alibaba-stock-undervalued-at-70-per-share/,https://imageio.forbes.com/specials-images/imageserve/65b0a04bc68a42d5ce458b8e/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-24 12:00:22+00:00,"SHANGHAI, CHINA - MARCH 23, 2021 - Alibaba's stand at the World Artificial Intelligence Conference ... [+] in Shanghai, China, July 8, 2023. (Photo credit should read CFOTO/Future Publishing via Gett… [+5096 chars]",SHANGHAI CHINA MARCH Alibaba s stand at the World Artificial Intelligence Conference in Shanghai China July Photo credit should read CFOTO Future Publishing via Gett chars ,SHANGHAI CHINA MARCH Alibaba stand World Artificial Intelligence Conference Shanghai China July Photo credit read CFOTO Future Publishing via Gett chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",After A 4% Fall Last Year Is Target A Better Pick Over Walgreens Stock?,"Given its better prospects, we believe Target stock (NYSE: TGT) is a better pick than Walgreens stock (NYSE: WBA).",https://www.forbes.com/sites/greatspeculations/2024/01/05/after-a-4-fall-last-year-is-target-a-better-pick-over-walgreens-stock/,https://imageio.forbes.com/specials-images/imageserve/6597a416ace3ac8be394a99c/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-05 13:00:49+00:00,"SAN PABLO, CALIFORNIA - JANUARY 04: In an aerial view, a sign is posted outside of a Walgreens store ... [+] on January 04, 2024 in San Pablo, California. Shares of Walgreens stock fell sharply after… [+6217 chars]",SAN PABLO CALIFORNIA JANUARY In an aerial view a sign is posted outside of a Walgreens store on January in San Pablo California Shares of Walgreens stock fell sharply after chars ,SAN PABLO CALIFORNIA JANUARY aerial view sign posted outside Walgreens store January San Pablo California Shares Walgreens stock fell sharply chars
"{'id': None, 'name': 'CleanTechnica'}",Iqtidar Ali,Tesla Financials Deep Dive — Massive Growth,"Tesla (TSLA) CEO Elon Musk and the company’s top executives conducted the year 2023 and Q4 2023 earnings call last ... [continued]
The post Tesla Financials Deep Dive — Massive Growth appeared first on CleanTechnica.",https://cleantechnica.com/2024/01/29/tesla-financials-deep-dive-massive-growth/,https://cleantechnica.com/wp-content/uploads/2023/06/Tesla-Paris-Street-Model-3-EV-Charging-CleanTechnica.jpeg,2024-01-29 07:16:23+00:00,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Tesla (TSLA) CEO Elon Musk and the companys top executives conducted the year 2023 and Q4 2023 earnings call … [+7216 chars]",Sign up for daily news updates from CleanTechnica on email Or follow us on Google News Tesla TSLA CEO Elon Musk and the companys top executives conducted the year and Q earnings call chars ,Sign daily news updates CleanTechnica email follow us Google News Tesla TSLA CEO Elon Musk companys top executives conducted year Q earnings call chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Up Just 6% In 2023 Is Medtronic Stock A Better Pick Over Abbott?,"Given its better prospects, we believe Medtronic stock (NYSE: MDT) is a better pick than its peer, Abbott stock (NYSE: ABT).",https://www.forbes.com/sites/greatspeculations/2024/01/29/up-just-6-in-2023-is-medtronic-stock-a-better-pick-over-abbott/,https://imageio.forbes.com/specials-images/imageserve/65600f5a759b3e9537991e67/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-29 13:30:00+00:00,"SHANGHAI, CHINA - NOVEMBER 06: A Micra AV2 pacemaker is on display at the Medtronic booth during the ... [+] sixth China International Import Expo (CIIE) at the National Exhibition and Convention Cen… [+6095 chars]",SHANGHAI CHINA NOVEMBER A Micra AV pacemaker is on display at the Medtronic booth during the sixth China International Import Expo CIIE at the National Exhibition and Convention Cen chars ,SHANGHAI CHINA NOVEMBER Micra AV pacemaker display Medtronic booth sixth China International Import Expo CIIE National Exhibition Convention Cen chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 25% Over The Last Three Months, Will Verizon See Further Gains Following Q4 Results?",Wireless behemoth Verizon is slated to report its Q4 2023 results on January 23.,https://www.forbes.com/sites/greatspeculations/2024/01/09/up-25-over-the-last-three-months-will-verizon-see-further-gains-following-q4-results/,https://imageio.forbes.com/specials-images/imageserve/6536750fe6fa3736070f0cee/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-09 13:00:34+00:00,"16 September 2023, USA, New York: The Verizon logo, taken in Manhattan. Photo: Michael Kappeler/dpa ... [+] (Photo by Michael Kappeler/picture alliance via Getty Images)
dpa/picture alliance via Get… [+3630 chars]", September USA New York The Verizon logo taken in Manhattan Photo Michael Kappeler dpa Photo by Michael Kappeler picture alliance via Getty Images dpa picture alliance via Get chars ,September USA New York Verizon logo taken Manhattan Photo Michael Kappeler dpa Photo Michael Kappeler picture alliance via Getty Images dpa picture alliance via Get chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Beating The S&P 500 By 40% Since The Start Of 2023, What To Expect From Alphabet Stock In Q4?","We expect revenues to remain just below (in line) the expectations, while earnings are likely to miss the consensus.",https://www.forbes.com/sites/greatspeculations/2024/01/26/beating-the-sp-500-by-40-since-the-start-of-2023-what-to-expect-from-alphabet-stock-in-q4/,https://imageio.forbes.com/specials-images/imageserve/65b31b3ff39ac93666b6de05/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-26 14:00:00+00:00,"LAS VEGAS, NEVADA - JANUARY 11: People visit Google booths at CES 2024, the world's largest annual ... [+] consumer technology trade on January 11, 2024 at the Las Vegas Convention Center in Las Vega… [+4042 chars]",LAS VEGAS NEVADA JANUARY People visit Google booths at CES the world s largest annual consumer technology trade on January at the Las Vegas Convention Center in Las Vega chars ,LAS VEGAS NEVADA JANUARY People visit Google booths CES world largest annual consumer technology trade January Las Vegas Convention Center Las Vega chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Down 59% From Its Pre-Inflation Shock High, What Is Next For Enphase Energy’s Stock?",Enphase stock has been hammered over 2023 by rising interest rates.,https://www.forbes.com/sites/greatspeculations/2024/01/04/down-59-from-its-pre-inflation-shock-high-what-is-next-for-enphase-energys-stock/,https://imageio.forbes.com/specials-images/imageserve/659652c0a7b38a43cd65219a/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-04 14:00:04+00:00,BRAZIL - 2022/02/09: In this photo illustration the Enphase Energy logo seen displayed on a ... [+] smartphone and in the background. (Photo Illustration by Rafael Henrique/SOPA Images/LightRocket vi… [+6558 chars],BRAZIL In this photo illustration the Enphase Energy logo seen displayed on a smartphone and in the background Photo Illustration by Rafael Henrique SOPA Images LightRocket vi chars ,BRAZIL photo illustration Enphase Energy logo seen displayed smartphone background Photo Illustration Rafael Henrique SOPA Images LightRocket vi chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",After A 17% Fall In 2023 Will RTX Outperform Textron Stock?,"There is more to the comparison, and in the sections below, we discuss why we believe RTX will offer better returns than Textron in the next three years.",https://www.forbes.com/sites/greatspeculations/2024/01/08/after-a-17-fall-in-2023-will-rtx-outperform-textron-stock/,https://imageio.forbes.com/specials-images/imageserve/655d8ed0987efe38d9a1f5ca/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-08 13:00:00+00:00,"WASHINGTON, DC - OCTOBER 11: A Bell Textron Inc. display is seen at the Association of the U.S. Army ... [+] (AUSA) Annual Meeting's exposition hall at the Walter E. Washington Convention Center on O… [+6242 chars]",WASHINGTON DC OCTOBER A Bell Textron Inc display is seen at the Association of the U S Army AUSA Annual Meeting s exposition hall at the Walter E Washington Convention Center on O chars ,WASHINGTON DC OCTOBER Bell Textron Inc display seen Association U Army AUSA Annual Meeting exposition hall Walter E Washington Convention Center chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",After A 25% Fall In 2023 Is Campbell A Better Pick Than PepsiCo Stock?,"There is more to the comparison, and in the sections below, we discuss why we believe that Campbell will offer better returns than PepsiCo in the next three years.",https://www.forbes.com/sites/greatspeculations/2024/01/09/after-a-25-fall-in-2023-is-campbell-a-better-pick-than-pepsico-stock/,https://imageio.forbes.com/specials-images/imageserve/659cdc53c62c7edb5f4e8f35/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-09 14:00:37+00:00,"Pepsi packaging are seen at the grocery store in Las Vegas, United States on November 17, 2023. ... [+] (Photo by Jakub Porzycki/NurPhoto via Getty Images)
NurPhoto via Getty Images
We believe Camp… [+6252 chars]",Pepsi packaging are seen at the grocery store in Las Vegas United States on November Photo by Jakub Porzycki NurPhoto via Getty Images NurPhoto via Getty Images We believe Camp chars ,Pepsi packaging seen grocery store Las Vegas United States November Photo Jakub Porzycki NurPhoto via Getty Images NurPhoto via Getty Images believe Camp chars
